 time            v(conn_pin)     v(mcu_pin)      v_am_rs#branch 
 1.76980000e-06  4.89674310e+00  4.89550555e+00  1.23754974e-06 
 1.77480000e-06  4.89790579e+00  4.89668160e+00  1.22419108e-06 
 1.77980000e-06  4.89905534e+00  4.89784436e+00  1.21098290e-06 
 1.78480000e-06  4.90019189e+00  4.89899396e+00  1.19792351e-06 
 1.78980000e-06  4.90131558e+00  4.90013057e+00  1.18501125e-06 
 1.79480000e-06  4.90242657e+00  4.90125433e+00  1.17224447e-06 
 1.79980000e-06  4.90352500e+00  4.90236538e+00  1.15962155e-06 
 1.80480000e-06  4.90461101e+00  4.90346386e+00  1.14714087e-06 
 1.80980000e-06  4.90568473e+00  4.90454993e+00  1.13480085e-06 
 1.81480000e-06  4.90674631e+00  4.90562371e+00  1.12259990e-06 
 1.81980000e-06  4.90779588e+00  4.90668534e+00  1.11053648e-06 
 1.82480000e-06  4.90883358e+00  4.90773497e+00  1.09860905e-06 
 1.82980000e-06  4.90985954e+00  4.90877272e+00  1.08681607e-06 
 1.83480000e-06  4.91087390e+00  4.90979874e+00  1.07515606e-06 
 1.83980000e-06  4.91187678e+00  4.91081315e+00  1.06362751e-06 
 1.84480000e-06  4.91286832e+00  4.91181609e+00  1.05222895e-06 
 1.84980000e-06  4.91384864e+00  4.91280768e+00  1.04095893e-06 
 1.85480000e-06  4.91481787e+00  4.91378805e+00  1.02981601e-06 
 1.85980000e-06  4.91577613e+00  4.91475734e+00  1.01879876e-06 
 1.86480000e-06  4.91672356e+00  4.91571565e+00  1.00790578e-06 
 1.86980000e-06  4.91766026e+00  4.91666313e+00  9.97135673e-07 
 1.87480000e-06  4.91858637e+00  4.91759988e+00  9.86487058e-07 
 1.87980000e-06  4.91950199e+00  4.91852603e+00  9.75958575e-07 
 1.88480000e-06  4.92040726e+00  4.91944171e+00  9.65548877e-07 
 1.88980000e-06  4.92130228e+00  4.92034702e+00  9.55256632e-07 
 1.89480000e-06  4.92218717e+00  4.92124209e+00  9.45080522e-07 
 1.89980000e-06  4.92306205e+00  4.92212703e+00  9.35019244e-07 
 1.90480000e-06  4.92392703e+00  4.92300196e+00  9.25071510e-07 
 1.90980000e-06  4.92478222e+00  4.92386698e+00  9.15236045e-07 
 1.91480000e-06  4.92562773e+00  4.92472222e+00  9.05511589e-07 
 1.91980000e-06  4.92646367e+00  4.92556777e+00  8.95896897e-07 
 1.92480000e-06  4.92729015e+00  4.92640376e+00  8.86390736e-07 
 1.92980000e-06  4.92810727e+00  4.92723028e+00  8.76991888e-07 
 1.93480000e-06  4.92891515e+00  4.92804745e+00  8.67699147e-07 
 1.93980000e-06  4.92971388e+00  4.92885537e+00  8.58511322e-07 
 1.94480000e-06  4.93050357e+00  4.92965414e+00  8.49427234e-07 
 1.94980000e-06  4.93128432e+00  4.93044387e+00  8.40445718e-07 
 1.95480000e-06  4.93205623e+00  4.93122466e+00  8.31565622e-07 
 1.95980000e-06  4.93281940e+00  4.93199662e+00  8.22785806e-07 
 1.96480000e-06  4.93357394e+00  4.93275983e+00  8.14105144e-07 
 1.96980000e-06  4.93431993e+00  4.93351440e+00  8.05522520e-07 
 1.97480000e-06  4.93505747e+00  4.93426044e+00  7.97036834e-07 
 1.97980000e-06  4.93578667e+00  4.93499802e+00  7.88646994e-07 
 1.98480000e-06  4.93650761e+00  4.93572726e+00  7.80351925e-07 
 1.98980000e-06  4.93722038e+00  4.93644823e+00  7.72150559e-07 
 1.99480000e-06  4.93792509e+00  4.93716105e+00  7.64041845e-07 
 1.99980000e-06  4.93862182e+00  4.93786579e+00  7.56024738e-07 
 2.00480000e-06  4.93931065e+00  4.93856256e+00  7.48098210e-07 
 2.00980000e-06  4.93999169e+00  4.93925143e+00  7.40261242e-07 
 2.01480000e-06  4.94066502e+00  4.93993250e+00  7.32512825e-07 
 2.01980000e-06  4.94133072e+00  4.94060587e+00  7.24851964e-07 
 2.02480000e-06  4.94198888e+00  4.94127160e+00  7.17277673e-07 
 2.02980000e-06  4.94263959e+00  4.94192980e+00  7.09788979e-07 
 2.03480000e-06  4.94328293e+00  4.94258054e+00  7.02384917e-07 
 2.03980000e-06  4.94391898e+00  4.94322392e+00  6.95064536e-07 
 2.04480000e-06  4.94454783e+00  4.94386000e+00  6.87826894e-07 
 2.04980000e-06  4.94516956e+00  4.94448889e+00  6.80671059e-07 
 2.05480000e-06  4.94578424e+00  4.94511065e+00  6.73596110e-07 
 2.05980000e-06  4.94639197e+00  4.94572537e+00  6.66601136e-07 
 2.06480000e-06  4.94699281e+00  4.94633312e+00  6.59685237e-07 
 2.06980000e-06  4.94758684e+00  4.94693400e+00  6.52847522e-07 
 2.07480000e-06  4.94817415e+00  4.94752806e+00  6.46087112e-07 
 2.07980000e-06  4.94875481e+00  4.94811540e+00  6.39403134e-07 
 2.08480000e-06  4.94932888e+00  4.94869609e+00  6.32794729e-07 
 2.08980000e-06  4.94989646e+00  4.94927020e+00  6.26261044e-07 
 2.09480000e-06  4.95045760e+00  4.94983780e+00  6.19801239e-07 
 2.09980000e-06  4.95101239e+00  4.95039898e+00  6.13414480e-07 
 2.10480000e-06  4.95156089e+00  4.95095379e+00  6.07099944e-07 
 2.10980000e-06  4.95210318e+00  4.95150233e+00  6.00856818e-07 
 2.11480000e-06  4.95263933e+00  4.95204465e+00  5.94684297e-07 
 2.11980000e-06  4.95316940e+00  4.95258082e+00  5.88581586e-07 
 2.12480000e-06  4.95369347e+00  4.95311092e+00  5.82547896e-07 
 2.12980000e-06  4.95421160e+00  4.95363502e+00  5.76582450e-07 
 2.13480000e-06  4.95472386e+00  4.95415317e+00  5.70684480e-07 
 2.13980000e-06  4.95523031e+00  4.95466546e+00  5.64853223e-07 
 2.14480000e-06  4.95573103e+00  4.95517194e+00  5.59087928e-07 
 2.14980000e-06  4.95622608e+00  4.95567269e+00  5.53387852e-07 
 2.15480000e-06  4.95671551e+00  4.95616776e+00  5.47752258e-07 
 2.15980000e-06  4.95719940e+00  4.95665722e+00  5.42180419e-07 
 2.16480000e-06  4.95767781e+00  4.95714114e+00  5.36671617e-07 
 2.16980000e-06  4.95815080e+00  4.95761957e+00  5.31225140e-07 
 2.17480000e-06  4.95861842e+00  4.95809258e+00  5.25840286e-07 
 2.17980000e-06  4.95908075e+00  4.95856023e+00  5.20516358e-07 
 2.18480000e-06  4.95953784e+00  4.95902259e+00  5.15252671e-07 
 2.18980000e-06  4.95998975e+00  4.95947970e+00  5.10048543e-07 
 2.19480000e-06  4.96043654e+00  4.95993164e+00  5.04903304e-07 
 2.19980000e-06  4.96087826e+00  4.96037845e+00  4.99816289e-07 
 2.20480000e-06  4.96131498e+00  4.96082020e+00  4.94786840e-07 
 2.20980000e-06  4.96174676e+00  4.96125694e+00  4.89814308e-07 
 2.21480000e-06  4.96217363e+00  4.96168874e+00  4.84898051e-07 
 2.21980000e-06  4.96259567e+00  4.96211564e+00  4.80037434e-07 
 2.22480000e-06  4.96301293e+00  4.96253770e+00  4.75231827e-07 
 2.22980000e-06  4.96342546e+00  4.96295498e+00  4.70480612e-07 
 2.23480000e-06  4.96383331e+00  4.96336753e+00  4.65783173e-07 
 2.23980000e-06  4.96423654e+00  4.96377540e+00  4.61138903e-07 
 2.24480000e-06  4.96463520e+00  4.96417866e+00  4.56547202e-07 
 2.24980000e-06  4.96502935e+00  4.96457734e+00  4.52007477e-07 
 2.25480000e-06  4.96541902e+00  4.96497150e+00  4.47519140e-07 
 2.25980000e-06  4.96580428e+00  4.96536120e+00  4.43081612e-07 
 2.26480000e-06  4.96618517e+00  4.96574648e+00  4.38694319e-07 
 2.26980000e-06  4.96656175e+00  4.96612739e+00  4.34356693e-07 
 2.27480000e-06  4.96693406e+00  4.96650399e+00  4.30068173e-07 
 2.27980000e-06  4.96730214e+00  4.96687631e+00  4.25828205e-07 
 2.28480000e-06  4.96766606e+00  4.96724442e+00  4.21636240e-07 
 2.28980000e-06  4.96802585e+00  4.96760835e+00  4.17491736e-07 
 2.29480000e-06  4.96838156e+00  4.96796816e+00  4.13394158e-07 
 2.29980000e-06  4.96873324e+00  4.96832389e+00  4.09342974e-07 
 2.30480000e-06  4.96908093e+00  4.96867559e+00  4.05337661e-07 
 2.30980000e-06  4.96942468e+00  4.96902330e+00  4.01377700e-07 
 2.31480000e-06  4.96976454e+00  4.96936707e+00  3.97462579e-07 
 2.31980000e-06  4.97010054e+00  4.96970695e+00  3.93591792e-07 
 2.32480000e-06  4.97043273e+00  4.97004297e+00  3.89764837e-07 
 2.32980000e-06  4.97076116e+00  4.97037518e+00  3.85981219e-07 
 2.33480000e-06  4.97108587e+00  4.97070363e+00  3.82240448e-07 
 2.33980000e-06  4.97140689e+00  4.97102835e+00  3.78542041e-07 
 2.34480000e-06  4.97172428e+00  4.97134939e+00  3.74885518e-07 
 2.34980000e-06  4.97203806e+00  4.97166679e+00  3.71270406e-07 
 2.35480000e-06  4.97234829e+00  4.97198060e+00  3.67696236e-07 
 2.35980000e-06  4.97265500e+00  4.97229084e+00  3.64162547e-07 
 2.36480000e-06  4.97295824e+00  4.97259757e+00  3.60668880e-07 
 2.36980000e-06  4.97325804e+00  4.97290082e+00  3.57214784e-07 
 2.37480000e-06  4.97355444e+00  4.97320064e+00  3.53799809e-07 
 2.37980000e-06  4.97384747e+00  4.97349705e+00  3.50423516e-07 
 2.38480000e-06  4.97413719e+00  4.97379010e+00  3.47085465e-07 
 2.38980000e-06  4.97442362e+00  4.97407984e+00  3.43785225e-07 
 2.39480000e-06  4.97470680e+00  4.97436628e+00  3.40522368e-07 
 2.39980000e-06  4.97498678e+00  4.97464948e+00  3.37296472e-07 
 2.40480000e-06  4.97526358e+00  4.97492947e+00  3.34107118e-07 
 2.40980000e-06  4.97553724e+00  4.97520628e+00  3.30953893e-07 
 2.41480000e-06  4.97580780e+00  4.97547996e+00  3.27836390e-07 
 2.41980000e-06  4.97607529e+00  4.97575053e+00  3.24754202e-07 
 2.42480000e-06  4.97633974e+00  4.97601804e+00  3.21706932e-07 
 2.42980000e-06  4.97660120e+00  4.97628251e+00  3.18694185e-07 
 2.43480000e-06  4.97685970e+00  4.97654398e+00  3.15715569e-07 
 2.43980000e-06  4.97711526e+00  4.97680249e+00  3.12770700e-07 
 2.44480000e-06  4.97736793e+00  4.97705807e+00  3.09859194e-07 
 2.44980000e-06  4.97761773e+00  4.97731075e+00  3.06980675e-07 
 2.45480000e-06  4.97786469e+00  4.97756056e+00  3.04134770e-07 
 2.45980000e-06  4.97810886e+00  4.97780754e+00  3.01321110e-07 
 2.46480000e-06  4.97835026e+00  4.97805172e+00  2.98539329e-07 
 2.46980000e-06  4.97858892e+00  4.97829313e+00  2.95789067e-07 
 2.47480000e-06  4.97882488e+00  4.97853181e+00  2.93069968e-07 
 2.47980000e-06  4.97905816e+00  4.97876778e+00  2.90381679e-07 
 2.48480000e-06  4.97928879e+00  4.97900107e+00  2.87723852e-07 
 2.48980000e-06  4.97951681e+00  4.97923172e+00  2.85096141e-07 
 2.49480000e-06  4.97974225e+00  4.97945975e+00  2.82498206e-07 
 2.49980000e-06  4.97996513e+00  4.97968520e+00  2.79929711e-07 
 2.50480000e-06  4.98018548e+00  4.97990808e+00  2.77390321e-07 
 2.50980000e-06  4.98040333e+00  4.98012845e+00  2.74879708e-07 
 2.51480000e-06  4.98061871e+00  4.98034631e+00  2.72397545e-07 
 2.51980000e-06  4.98083165e+00  4.98056170e+00  2.69943512e-07 
 2.52480000e-06  4.98104217e+00  4.98077465e+00  2.67517289e-07 
 2.52980000e-06  4.98125031e+00  4.98098519e+00  2.65118561e-07 
 2.53480000e-06  4.98145608e+00  4.98119334e+00  2.62747019e-07 
 2.53980000e-06  4.98165953e+00  4.98139912e+00  2.60402353e-07 
 2.54480000e-06  4.98186066e+00  4.98160258e+00  2.58084260e-07 
 2.54980000e-06  4.98205951e+00  4.98180372e+00  2.55792439e-07 
 2.55480000e-06  4.98225611e+00  4.98200259e+00  2.53526593e-07 
 2.55980000e-06  4.98245048e+00  4.98219920e+00  2.51286426e-07 
 2.56480000e-06  4.98264265e+00  4.98239358e+00  2.49071650e-07 
 2.56980000e-06  4.98283264e+00  4.98258575e+00  2.46881976e-07 
 2.57480000e-06  4.98302047e+00  4.98277575e+00  2.44717121e-07 
 2.57980000e-06  4.98320617e+00  4.98296359e+00  2.42576802e-07 
 2.58480000e-06  4.98338976e+00  4.98314930e+00  2.40460743e-07 
 2.58980000e-06  4.98357128e+00  4.98333291e+00  2.38368669e-07 
 2.59480000e-06  4.98375073e+00  4.98351443e+00  2.36300308e-07 
 2.59980000e-06  4.98392815e+00  4.98369389e+00  2.34255392e-07 
 2.60480000e-06  4.98410356e+00  4.98387132e+00  2.32233655e-07 
 2.60980000e-06  4.98427697e+00  4.98404674e+00  2.30234835e-07 
 2.61480000e-06  4.98444843e+00  4.98422017e+00  2.28258672e-07 
 2.61980000e-06  4.98461793e+00  4.98439163e+00  2.26304910e-07 
 2.62480000e-06  4.98478552e+00  4.98456114e+00  2.24373296e-07 
 2.62980000e-06  4.98495120e+00  4.98472874e+00  2.22463577e-07 
 2.63480000e-06  4.98511500e+00  4.98489443e+00  2.20575507e-07 
 2.63980000e-06  4.98527695e+00  4.98505824e+00  2.18708840e-07 
 2.64480000e-06  4.98543706e+00  4.98522019e+00  2.16863334e-07 
 2.64980000e-06  4.98559535e+00  4.98538031e+00  2.15038750e-07 
 2.65480000e-06  4.98575185e+00  4.98553861e+00  2.13234849e-07 
 2.65980000e-06  4.98590657e+00  4.98569512e+00  2.11451399e-07 
 2.66480000e-06  4.98605954e+00  4.98584985e+00  2.09688167e-07 
 2.66980000e-06  4.98621077e+00  4.98600283e+00  2.07944924e-07 
 2.67480000e-06  4.98636029e+00  4.98615407e+00  2.06221444e-07 
 2.67980000e-06  4.98650811e+00  4.98630360e+00  2.04517504e-07 
 2.68480000e-06  4.98665426e+00  4.98645143e+00  2.02832881e-07 
 2.68980000e-06  4.98679875e+00  4.98659758e+00  2.01167358e-07 
 2.69480000e-06  4.98694160e+00  4.98674207e+00  1.99520717e-07 
 2.69980000e-06  4.98708282e+00  4.98688493e+00  1.97892745e-07 
 2.70480000e-06  4.98722245e+00  4.98702617e+00  1.96283230e-07 
 2.70980000e-06  4.98736049e+00  4.98716580e+00  1.94691964e-07 
 2.71480000e-06  4.98749697e+00  4.98730385e+00  1.93118739e-07 
 2.71980000e-06  4.98763190e+00  4.98744034e+00  1.91563351e-07 
 2.72480000e-06  4.98776530e+00  4.98757527e+00  1.90025598e-07 
 2.72980000e-06  4.98789718e+00  4.98770868e+00  1.88505281e-07 
 2.73480000e-06  4.98802757e+00  4.98784057e+00  1.87002201e-07 
 2.73980000e-06  4.98815648e+00  4.98797097e+00  1.85516164e-07 
 2.74480000e-06  4.98828393e+00  4.98809988e+00  1.84046977e-07 
 2.74980000e-06  4.98840993e+00  4.98822734e+00  1.82594447e-07 
 2.75480000e-06  4.98853451e+00  4.98835335e+00  1.81158388e-07 
 2.75980000e-06  4.98865767e+00  4.98847793e+00  1.79738612e-07 
 2.76480000e-06  4.98877943e+00  4.98860110e+00  1.78334934e-07 
 2.76980000e-06  4.98889981e+00  4.98872287e+00  1.76947173e-07 
 2.77480000e-06  4.98901883e+00  4.98884325e+00  1.75575148e-07 
 2.77980000e-06  4.98913650e+00  4.98896228e+00  1.74218680e-07 
 2.78480000e-06  4.98925283e+00  4.98907995e+00  1.72877594e-07 
 2.78980000e-06  4.98936784e+00  4.98919629e+00  1.71551715e-07 
 2.79480000e-06  4.98948155e+00  4.98931131e+00  1.70240870e-07 
 2.79980000e-06  4.98959396e+00  4.98942502e+00  1.68944890e-07 
 2.80480000e-06  4.98970511e+00  4.98953744e+00  1.67663606e-07 
 2.80980000e-06  4.98981499e+00  4.98964859e+00  1.66396851e-07 
 2.81480000e-06  4.98992362e+00  4.98975848e+00  1.65144461e-07 
 2.81980000e-06  4.99003103e+00  4.98986712e+00  1.63906273e-07 
 2.82480000e-06  4.99013721e+00  4.98997453e+00  1.62682126e-07 
 2.82980000e-06  4.99024219e+00  4.99008072e+00  1.61471861e-07 
 2.83480000e-06  4.99034598e+00  4.99018570e+00  1.60275321e-07 
 2.83980000e-06  4.99044859e+00  4.99028950e+00  1.59092350e-07 
 2.84480000e-06  4.99055004e+00  4.99039212e+00  1.57922794e-07 
 2.84980000e-06  4.99065034e+00  4.99049357e+00  1.56766501e-07 
 2.85480000e-06  4.99074950e+00  4.99059387e+00  1.55623321e-07 
 2.85980000e-06  4.99084753e+00  4.99069304e+00  1.54493105e-07 
 2.86480000e-06  4.99094445e+00  4.99079108e+00  1.53375707e-07 
 2.86980000e-06  4.99104027e+00  4.99088800e+00  1.52270981e-07 
 2.87480000e-06  4.99113501e+00  4.99098383e+00  1.51178784e-07 
 2.87980000e-06  4.99122867e+00  4.99107857e+00  1.50098973e-07 
 2.88480000e-06  4.99132127e+00  4.99117224e+00  1.49031408e-07 
 2.88980000e-06  4.99141282e+00  4.99126484e+00  1.47975950e-07 
 2.89480000e-06  4.99150333e+00  4.99135639e+00  1.46932462e-07 
 2.89980000e-06  4.99159281e+00  4.99144691e+00  1.45900809e-07 
 2.90480000e-06  4.99168128e+00  4.99153640e+00  1.44880856e-07 
 2.90980000e-06  4.99176874e+00  4.99162487e+00  1.43872471e-07 
 2.91480000e-06  4.99185521e+00  4.99171234e+00  1.42875522e-07 
 2.91980000e-06  4.99194070e+00  4.99179881e+00  1.41889880e-07 
 2.92480000e-06  4.99202522e+00  4.99188431e+00  1.40915416e-07 
 2.92980000e-06  4.99210878e+00  4.99196883e+00  1.39952005e-07 
 2.93480000e-06  4.99219140e+00  4.99205240e+00  1.38999520e-07 
 2.93980000e-06  4.99227308e+00  4.99213502e+00  1.38057838e-07 
 2.94480000e-06  4.99235383e+00  4.99221670e+00  1.37126836e-07 
 2.94980000e-06  4.99243366e+00  4.99229745e+00  1.36206394e-07 
 2.95480000e-06  4.99251259e+00  4.99237729e+00  1.35296392e-07 
 2.95980000e-06  4.99259062e+00  4.99245622e+00  1.34396710e-07 
 2.96480000e-06  4.99266777e+00  4.99253426e+00  1.33507233e-07 
 2.96980000e-06  4.99274404e+00  4.99261141e+00  1.32627844e-07 
 2.97480000e-06  4.99281945e+00  4.99268769e+00  1.31758430e-07 
 2.97980000e-06  4.99289400e+00  4.99276310e+00  1.30898876e-07 
 2.98480000e-06  4.99296771e+00  4.99283766e+00  1.30049072e-07 
 2.98980000e-06  4.99304057e+00  4.99291137e+00  1.29208907e-07 
 2.99480000e-06  4.99311262e+00  4.99298424e+00  1.28378271e-07 
 2.99980000e-06  4.99318384e+00  4.99305629e+00  1.27557057e-07 
 3.00480000e-06  4.99325426e+00  4.99312752e+00  1.26745157e-07 
 3.00980000e-06  4.99332388e+00  4.99319794e+00  1.25942467e-07 
 3.01480000e-06  4.99339271e+00  4.99326756e+00  1.25148881e-07 
 3.01980000e-06  4.99346076e+00  4.99333639e+00  1.24364296e-07 
 3.02480000e-06  4.99352803e+00  4.99340444e+00  1.23588611e-07 
 3.02980000e-06  4.99359454e+00  4.99347172e+00  1.22821724e-07 
 3.03480000e-06  4.99366030e+00  4.99353824e+00  1.22063536e-07 
 3.03980000e-06  4.99372531e+00  4.99360400e+00  1.21313948e-07 
 3.04480000e-06  4.99378959e+00  4.99366902e+00  1.20572862e-07 
 3.04980000e-06  4.99385313e+00  4.99373329e+00  1.19840183e-07 
 3.05480000e-06  4.99391596e+00  4.99379684e+00  1.19115814e-07 
 3.05980000e-06  4.99397807e+00  4.99385967e+00  1.18399662e-07 
 3.06480000e-06  4.99403948e+00  4.99392179e+00  1.17691633e-07 
 3.06980000e-06  4.99410019e+00  4.99398320e+00  1.16991636e-07 
 3.07480000e-06  4.99416021e+00  4.99404391e+00  1.16299579e-07 
 3.07980000e-06  4.99421955e+00  4.99410393e+00  1.15615372e-07 
 3.08480000e-06  4.99427822e+00  4.99416328e+00  1.14938927e-07 
 3.08980000e-06  4.99433622e+00  4.99422195e+00  1.14270155e-07 
 3.09480000e-06  4.99439356e+00  4.99427995e+00  1.13608968e-07 
 3.09980000e-06  4.99445025e+00  4.99433730e+00  1.12955282e-07 
 3.10480000e-06  4.99450630e+00  4.99439400e+00  1.12309011e-07 
 3.10980000e-06  4.99456172e+00  4.99445005e+00  1.11670071e-07 
 3.11480000e-06  4.99461650e+00  4.99450546e+00  1.11038379e-07 
 3.11980000e-06  4.99467067e+00  4.99456025e+00  1.10413853e-07 
 3.12480000e-06  4.99472422e+00  4.99461442e+00  1.09796411e-07 
 3.12980000e-06  4.99477716e+00  4.99466797e+00  1.09185974e-07 
 3.13480000e-06  4.99482950e+00  4.99472092e+00  1.08582461e-07 
 3.13980000e-06  4.99488125e+00  4.99477326e+00  1.07985794e-07 
 3.14480000e-06  4.99493240e+00  4.99482501e+00  1.07395895e-07 
 3.14980000e-06  4.99498298e+00  4.99487617e+00  1.06812689e-07 
 3.15480000e-06  4.99503299e+00  4.99492675e+00  1.06236098e-07 
 3.15980000e-06  4.99508243e+00  4.99497676e+00  1.05666048e-07 
 3.16480000e-06  4.99513131e+00  4.99502620e+00  1.05102465e-07 
 3.16980000e-06  4.99517963e+00  4.99507508e+00  1.04545275e-07 
 3.17480000e-06  4.99522740e+00  4.99512341e+00  1.03994406e-07 
 3.17980000e-06  4.99527464e+00  4.99517119e+00  1.03449786e-07 
 3.18480000e-06  4.99532133e+00  4.99521842e+00  1.02911345e-07 
 3.18980000e-06  4.99536750e+00  4.99526512e+00  1.02379011e-07 
 3.19480000e-06  4.99541314e+00  4.99531129e+00  1.01852717e-07 
 3.19980000e-06  4.99545827e+00  4.99535693e+00  1.01332393e-07 
 3.20480000e-06  4.99550288e+00  4.99540206e+00  1.00817971e-07 
 3.20980000e-06  4.99554699e+00  4.99544668e+00  1.00309386e-07 
 3.21480000e-06  4.99559059e+00  4.99549079e+00  9.98065701e-08 
 3.21980000e-06  4.99563370e+00  4.99553439e+00  9.93094584e-08 
 3.22480000e-06  4.99567633e+00  4.99557751e+00  9.88179861e-08 
 3.22980000e-06  4.99571847e+00  4.99562013e+00  9.83320894e-08 
 3.23480000e-06  4.99576013e+00  4.99566228e+00  9.78517050e-08 
 3.23980000e-06  4.99580131e+00  4.99570394e+00  9.73767703e-08 
 3.24480000e-06  4.99584204e+00  4.99574513e+00  9.69072236e-08 
 3.24980000e-06  4.99588229e+00  4.99578585e+00  9.64430037e-08 
 3.25480000e-06  4.99592210e+00  4.99582611e+00  9.59840503e-08 
 3.25980000e-06  4.99596145e+00  4.99586592e+00  9.55303036e-08 
 3.26480000e-06  4.99600035e+00  4.99590527e+00  9.50817045e-08 
 3.26980000e-06  4.99603881e+00  4.99594418e+00  9.46381946e-08 
 3.27480000e-06  4.99607684e+00  4.99598264e+00  9.41997163e-08 
 3.27980000e-06  4.99611443e+00  4.99602067e+00  9.37662125e-08 
 3.28480000e-06  4.99615160e+00  4.99605826e+00  9.33376267e-08 
 3.28980000e-06  4.99618835e+00  4.99609544e+00  9.29139032e-08 
 3.29480000e-06  4.99622468e+00  4.99613218e+00  9.24949868e-08 
 3.29980000e-06  4.99626060e+00  4.99616851e+00  9.20808230e-08 
 3.30480000e-06  4.99629611e+00  4.99620443e+00  9.16713578e-08 
 3.30980000e-06  4.99633121e+00  4.99623995e+00  9.12665381e-08 
 3.31480000e-06  4.99636592e+00  4.99627505e+00  9.08663111e-08 
 3.31980000e-06  4.99640024e+00  4.99630976e+00  9.04706246e-08 
 3.32480000e-06  4.99643416e+00  4.99634408e+00  9.00794273e-08 
 3.32980000e-06  4.99646770e+00  4.99637801e+00  8.96926681e-08 
 3.33480000e-06  4.99650086e+00  4.99641155e+00  8.93102968e-08 
 3.33980000e-06  4.99653364e+00  4.99644471e+00  8.89322636e-08 
 3.34480000e-06  4.99656606e+00  4.99647750e+00  8.85585192e-08 
 3.34980000e-06  4.99659810e+00  4.99650991e+00  8.81890151e-08 
 3.35480000e-06  4.99662978e+00  4.99654196e+00  8.78237030e-08 
 3.35980000e-06  4.99666110e+00  4.99657364e+00  8.74625356e-08 
 3.36480000e-06  4.99669207e+00  4.99660496e+00  8.71054656e-08 
 3.36980000e-06  4.99672268e+00  4.99663593e+00  8.67524468e-08 
 3.37480000e-06  4.99675295e+00  4.99666654e+00  8.64034331e-08 
 3.37980000e-06  4.99678287e+00  4.99669681e+00  8.60583791e-08 
 3.38480000e-06  4.99681246e+00  4.99672674e+00  8.57172399e-08 
 3.38980000e-06  4.99684170e+00  4.99675632e+00  8.53799710e-08 
 3.39480000e-06  4.99687062e+00  4.99678557e+00  8.50465286e-08 
 3.39980000e-06  4.99689921e+00  4.99681449e+00  8.47168693e-08 
 3.40480000e-06  4.99692747e+00  4.99684308e+00  8.43909501e-08 
 3.40980000e-06  4.99695541e+00  4.99687135e+00  8.40687287e-08 
